episode;date;teaser
177;26-5-2016;Een huis dat lijkt op een bijenkorf. Sharon maakt pompoenpannenkoeken en Anny heeft een oase in Ruurlo met meer dan 2500 soorten cactussen.
178;27-5-2016;In de Heilige Hart Kerk in Utrecht zijn appartementen gebouwd, maar is de kerk bewaard. Adrienne laat het zien. Alain Caron maakt limoncello.
179;28-5-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
180;7-6-2016;Ramon grilt snelle duurzame tonijn, de tuinen van kasteel Rosendael en Francine maakt een echte puberkamer voor Lotte met paars en goud.
181;10-6-2016;Villa Tindal wordt ook de muziekvilla genoemd en Alain gaat koken met geitenmelklikeur bij Boer Frank en Anita, uit Boer Zoekt Vrouw 2011.
182;11-6-2016;Een extra lange uitzending met de hoogtepunten van de afgelopen week! Met een uniek woonhuis in een Utrechtse werfkelder, een gepassioneerde kaasmaker, hazelnootschuimgebakjes, een rijksmonument in Friesland en bijzondere watervogels.
183;2-8-2016;Met: Alles bloeit in Arboretum Trompenberg, ook de clandestiene planten * Francine tovert een kamer om tot kinderparadijs
184;3-8-2016;Met: Een oude burgemeesterswoning in Limburg is prachtig gerenoveerd, inclusief tuin * Alain maakt iets heerlijks van bio-schaapjes
185;19-8-2016;Wonen in een middeleeuws hofje van vakwerkhuizen in de Voerstreek, Alain leert alles over berkenwijn en Prof. Oudemans heeft landgoed Tenaxx uitgebreid.
186;20-8-2016;Een extra lange uitzending met de hoogtepunten van de afgelopen week!
187;22-8-2016;Bijzonder: als vrouw met je dochter wonen in een molen, Sharon maakt nasi met tempeh en back to the 70s in de tuinen van Mien Ruys.
188;24-8-2016;Waarom staan er stippen op bomen? Wonen in een historische houtbouw-burgemeesterswoning in Krommenie en Sharon maakt Surinaamse pindasoep.
189;25-8-2016;Andries en Hans wonen in een beroemd Fries pand! Alain is in Limburg voor pasta met passie en de oogstrelende tuin van Adelheid en Huub.
190;26-8-2016;Welke 100 tropische producten gebruik je per dag? En Alain maakt kunst op koffie. Je cappucino zal nooit meer hetzelfde zijn.
191;27-8-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
192;29-8-2016;Sharon maakt snelle viskoekjes van makreel, Camilla en haar vader spotten kustvogels in IJmuiden en een ambulancegarage verbouwd tot kleurrijk woonhuis.
193;30-8-2016;Ramon maakt tarte tatin van rode ui, een paddenstoelenhuis waar licht en liefde heerst en een opknaptuin van een oude blikjesfabriek in Deventer.
194;31-8-2016;Een verborgen hortus, De Groene Parel, in Den Helder, een voormalige autobandengarage is nu een gezinshuis en Alain leert alles over biologische shiitakes kweken.
195;1-9-2016;Luxe wonen in een Mongoolse tent ofwel ger of yurt, Mariek loopt het blotevoetenpad in Drents-Friese Wold en Ramon maakt sticky spareribs met een stamppot.
196;2-9-2016;In Leiden wordt een oud herenhuis regelmatig omgetoverd tot theater en Leon en Milton zien een unieke manier van garnalen vissen: te paard!
197;3-9-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
198;5-9-2016;Een kleurrijk huis vol rozen en beeldjes, Ramon maakt aarbeienromanoff en Marieke zoekt in natuurgebied Moerputten het zeldzame Pimpernelblauwtje.
199;6-9-2016;De voormalige directeurswoning van een Utrechtse sigarenfabriek is nu een droomhuis. En een betoverende tuin van twee biologen in Sinderen.
200;8-9-2016;Een oude paardenstal en tuinmanswoning in Hilversum is nu een prachtig gezinshuis en in Veenhuizen ligt een unieke ecologische groentetuin met een grote collectie aardappels.
201;9-9-2016;Wonen in een oud gemaal in De Rijp, hoe maak je pruimenport en Martin verandert een kale zandvlakte in Sittard, in een bloementuin.
202;10-9-2016;Elke zaterdag: een extra lange uitzending met de hoogtepunten van de afgelopen week!
203;12-9-2016;Binnenkijken in de pastorie waar dichter Piet Paaltjens woonde. Sharon maakt snelle erwtenstamppot, boswachter Marieke is in het Leudal (L).
204;13-9-2016;Ramon maakt köfte op de bbq, Erwin Stam inspireert met zijn Rotterdamse stadstuin. En het kapschuurhuis in Arnhem is José en Marcels trots.
205;14-9-2016;Alain Caron proeft zeewierkaas gerijpt in een bunker op Vlieland. En Martin knapt het zielige voortuintje van Louise en Jan Jaap in Amersfoort op.
206;15-9-2016;"In het Drentse De Wijk staat een huis van golfplaten; Ramon maakt een Tomahawksteak en in Olst bevalt ezelin Bilou van een veulen."
207;16-9-2016;In Vroomshoop proeft Alain een bijzonder kruidenbitter van een jonge stookster. En de mysterieuze verborgen tuin van Harrie in Zwolle.
208;17-9-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
209;19-9-2016;Een bouwval van een boerderij is nu een droomwoning, Ramon maakt gegrilde dorade en Camilla zoekt op Schiermonnikoog naar de lepelaar.
210;20-9-2016;Sharon maakt een klassieker: Caesar salad. Francine helpt Jeanette met haar verkeerd gekozen interieur en moestuinparadijs De Koningshof.
211;21-9-2016;Jan en Barbara vangen zeekrabben met zogenaamde sliksledes en Alain helpt. En wat groeit in de neoclassicistische tuin van landgoed Pabema?
212;22-9-2016;Sharon maakt oosterse salade. Hovenier Martin verandert een zandbaktuin naar bloemenzee. En een ecohuis met vijfhoeken in Zeewolde.
213;23-9-2016;Chef-kok Léon is bij journalist, molenaar & jeneverstoker Christiaan. Robert & Henriëtte wonen in de gouden piramides bij Almere Overgooi.
214;24-9-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
215;26-9-2016;In Oudorp woont Tom in een molen uit 1627, Sharon maakt een salade met groene asperges en de kijktuin van Laura Dingemans.
216;27-9-2016;Alain leert in Overijssel Turks-Mediterraans koken van Suheyla. En een kunstenaarsgezin dat in een verrassende herberg mét watermolen woont.
217;28-9-2016;Het inspirerende ecologisch gebouwde huis van Gertrud, bitterkoekjestiramisu van Sharon en boswachter Marieke spot vleermuizen in de duinen.
218;29-9-2016;Martia runt een moestuin in hartje Maastricht, interieurontwerper Francine tovert een woonkamer in Harderwijk om. Ramon maakt steak tartaar.
219;30-9-2016;Aan de Vinkeveense Plassen lag vroeger het veenhuisje van Ruurd en Danielle, nu een watervilla. Alain drinkt thee en kookt ermee, samen met theesommelier Kiona Malinka.
220;1-10-2016;Een watervilla, een aardbeienromanoff, Alain op krabbenvangst, een paradijselijke tuin en een huis vol kunst.
221;3-10-2016;In Haarlem staat een 110 jaar oud herenhuis vol kleur, Sharon kookt snel met lamskoteletten en couscous, en een kijktuin waar muziek in zit.
222;4-10-2016;Ramon bereidt betaalbare spinazierisotto, een gezellige gezamenlijke moestuin. En een uniek stalen huis van architect Lars Courage en zijn vrouw Christa.
223;5-10-2016;Bij Driebergen ligt een van de oudste kastelen van Nederland, ridderhofstad Sterkenburg en Alain maakt met boer Michiel kaas van Brandrood-koeienmelk.
224;6-10-2016;Marieke spot een dassenfamilie, unieke opnames in Drenthe en de oude boerderij van het creatieve ontwerpersduo Christel Verhoeven en Olaf Slingerland in Lith.
225;7-10-2016;Leon en Milton ontdekken een wijngaard in Den Haag, een hippe duurzame woonark aan de IJssel in Rheden en Martin snoeit in een jungle in Naarden.
226;8-10-2016;Een stalen huis, tiramisu met bitterkoekjes, unieke opnames van een dassenfamilie, een jonge professionele drankstoker en een modern Limburgs vakwerkhuis.
227;10-10-2016;Een voormalig bakkerij is nu een duurzaam huis door tweedehands- en sloopmaterialen. Alain Caron oogst en kookt met Nederlandse knoflook.
228;11-10-2016;Een ovenschotel van Sharon, het eerste bio-ecologische huis in de Lingewaard en schaapsherder Daphne scheert schapenvachtjes zónder vel.
229;12-10-2016;Een huis in Rotterdam met een afvalbaksteengevel. Wonderbonen en paarse spruitjes uit de stadstuinderij Leiden. En Ramon maakt oortjespasta.
230;13-10-2016;In dit huis is plaats voor gezin, kantoor, werkplaats én een opa en oma. Vogelaar Camilla is op de Quackgors, een eiland in het Haringvliet.
231;14-10-2016;Alain melkt paarden en kookt met paardenmelklikeur en binnenkijken in het gerenoveerde gemeentehuis in De Bilt.
232;15-10-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
233;17-10-2016;Sharon maakt tonijntartaar, lekker snel. Een woning in een voormalige garage en de droomtuin van Jan in Groningen!
234;18-10-2016;Wat voor planten kan Irma in haar zonnige voortuin zetten? Martin Stuger helpt! De chique Herenboerderij van Hans en Marijke heeft volop originele details.
235;19-10-2016;"Een landgoed; het ouderlijk huis van Baron van Verschuer 'Heerlijkheid Mariënwaerdt'. En chef-kok Leon vangt en kookt mosselen in Yerseke."
236;20-10-2016;Culinair expert Alain Caron is bij Jacob en Linda en hun bijzondere Jersey stiertjes. En Eddy en Marion laten hun gigantische tuin zien.
237;21-10-2016;Marten en Hanneke omschrijven hun huis als een houten doos, Ramon maakt florentine koeken en boswachter Marieke in haar eigen gebied.
238;22-10-2016;Een voormalig gemeentehuis is nu een woonparadijs, Sharon maakt tonijntartaar, een prachtige kijktuin, het landhuis op Mariënwaerdt, Alain melkt paarden en kookt met paardenmelklikeur.
239;24-10-2016;Sharons zuurkool met Surinaamse twist, het persian blackhead lammetje, en de verschillende sferen in een voormalige fietsenstalling.
240;25-10-2016;Hortus Alkmaar is uniek door de geneeskrachtige planten. Een zelfvoorzienende Limburgse boerderij en Ramon kiest uit honderd soorten pompoen.
241;26-10-2016;Francine pakt een gemeenschappelijke ruimte aan van een studenten containercomplex. En de inspirerende geitenboerderij van Harry en Magda.
242;27-10-2016;Een heel uitzonderlijk rijtjeshuis in Oudewater, bananenbrood van Sharon en Marieke bezoekt het maaiveld in nationaal park de Drentsche Aa.
243;28-10-2016;Alain leert ouderwets wecken van Roger en kookt met chutney en bijzondere ham. En kunstenares Thecla woont in een kleurrijkhuis vol bloemen.
244;29-10-2016;Een dorpsbakkerij is nu woonhuis, Alain Caron bezoekt Jersey-stiertjes, een droomwoning aan het water, florentinekoeken en landgoed Elswout.
245;31-10-2016;Sharon maakt venkelsalade en pasta van kikkererwtenmeel, wonen in een woonobject van architect Bruggink en Camilla ziet aparte vogels op Kinderdijk.
246;1-11-2016;Landgoed Bingerden is wereldberoemd! Je ziet het in de persoonlijke rondleiding. Ramon laat zien dat iedereen Toscaanse porchetta kan maken!
247;2-11-2016;Wonen in een voormalig badhuis in Overveen en Alain ontmoet Anke die een passie heeft voor 'dulce de leche', caramelpasta.
248;3-11-2016;Loes woont een monumentale boerderij met meer dan 100 dieren en Leon en Milton maken Zeeuwse hierbas met sterren-chef Syrco Bakker.
249;4-11-2016;Een wellness appartement met sauna en hottub met uitzicht op de Rotterdamse skyline en hoe maakt Martin een tuin voor een autistisch kind?
250;5-11-2016;Elke zaterdag: een extra lange uitzending van BinnensteBuiten met de hoogtepunten van de afgelopen week!
251;7-11-2016;Sanne ontwerpt haar eigen Blaricumse familiehuis, Sharon bakt quiche met overgebleven brood en een siergrassentuin in Jistrum: de Jakobstuin.
252;8-11-2016;Helma zorgt met liefde voor haar 20 kangoeroes en Ramon maakt tempura gamba's en rijstnoedelsalade.
253;9-11-2016;Boswachter Marieke is in het Haagse stadsbos, interieurontwerper Francine knapt een huiskamer op en Alain kookt met Wagyu rundvlees.
254;10-11-2016;Sharon maakt okersoep, een unieke Japanse tuin in Osdorp en een zelfontworpen houten ecohuis op IJburg.
255;11-11-2016;Alain pakt de boot naar Texel voor een bijzondere wodka en in Puiflijk is een oude boerderij met liefde in ere hersteld.
256;12-11-2016;Een tot woning verbouwde fietsenstalling, steak tartaar, een biologische geitenboerderij, een compleet zelfvoorzienende woonboerderij en de Turkse keuken.
257;14-11-2016;James houdt van spullen met een verhaal en Limousin koeien die grazen op de eilandjes van 'varkensland'.
258;15-11-2016;Een oude pastorie met uitzicht op fort Blauwkapel, courgetterolletjes met zalm en pasta-pesto en Martin schiet te hulp in een Nijmeegse tuin.
259;16-11-2016;Twee oude bouwvallige arbeidershuisjes krijgen een nieuw leven als gezinswoning en Alain heeft een pittige taak: de sambal van Bert proeven.
260;19-11-2016;Een voormalige badhuis als woonhuis, een vegetarische quiche, een tuinmetamorfose, een grijs huisje en wat hebben chutney's en grothammen gemeen?
261;26-11-2016;Wonen in een voormalige garage in Amsterdam, pasta met courgetterolletjes en zalm, natuurgebied de Drentse Hondsrug, een duurzaam huis en Texelse wodka.
262;29-11-2016;Boswachter Marieke is bij het Munnikenland naast Loevestein, Sharon maakt een snelle uiensoep en een verbouwde keuterboerderij in Oeken .
263;30-11-2016;Alain kookt in IJmuiden samen met visexpert Nico Waasdorp met 'scharrelvis' ofwel bijvangst en wonen in een waterkelder van een voormalig pomphuis.
264;1-12-2016;Een creatief klushuis in Rotterdam, Martin plant bollen in Nieuwveen en Ramon maakt hertensukade met hete bliksem.
265;2-12-2016;Marjet van Zuijlen en haar man tonen hun Haags herenhuis vol kunst en Leon en Milton proeven in Leerbroek een bijzondere port van walnoten.
266;3-12-2016;Een monumentaal pand is na een fatale brand herbouwd, gevulde speculaas, een Haags herenhuis, een bijzonder varkensras en alles over paddenstoelen.
267;5-12-2016;In Vorden woont kasteelvrouwe Karin in een voormalig 'klein' jachtkasteel met 25 kamers en de gepassioneerde koeienboer Klaas Vlaar.
268;6-12-2016;Chef-kok Leon maakt ambachtelijk stroop in een Limburgs familiebedrijf en interieurontwerper Francine geeft een woonkamer een andere uitstraling.
269;7-12-2016;Ramon maakt pasta vongole en een koffieganache toe, Bea heeft een intensive care voor haar boompjes en wonen in een Amsterdams klaslokaal.
270;8-12-2016;Met een beperkt budget je eigen ecohuis bouwen, Sharon maakt een betaalbare ovenschotel met hutspot en Camilla spot de pestvogel.
271;9-12-2016;Alain proeft bier dat gemaakt is met regenwater en wonen in een oude pastorie uit de 13e eeuw in Warffum.
272;10-12-2016;Een Haags herenhuis vol kunst, uiensoep met kaasbrood, een voormalig pomphuis als uniek woonobject, het Texelse natuurgebied en ambachtelijk gemaakte stroop.
273;12-12-2016;Sharon maakt een klassieker: vitello tonnato, Roy en Loran wonen in vier oude arbeidershuisjes en Boy Griffioen is gepassioneerd boer én geluidstechnicus.
274;13-12-2016;De watertoren in Moordrecht wordt op alle lagen bewoond door Aad en Marijke, en Ramon bereidt een smakelijke bisque van krab, met crostini en aioli.
275;14-12-2016;Alain maakt met twee zussen pure pindakaas, die hij verwerkt in een bijzonder gerecht en een stijlvolle luxe Brabantse villa met veel kleur.
276;15-12-2016;Martin Stuger tovert een achtertuin in Weesp om, Ramon maakt een betaalbare ragout van bospaddenstoelen en Karlijn woont in een tiny house in Weert.
277;16-12-2016;Een futuristisch huis in Beekbergen, Alain proeft cocktails bij een Vlaamse cocktailfamilie en boswachter Marieke is bij bijzondere grazers in De Maashorst.
278;17-12-2016;Een droomhuis in hartje Amsterdam, de visafslag van IJmuiden, gestoofde hertensukade, pestvogels en wonen in kasteel Vorden.
279;19-12-2016;Ramon maakt vier lekkere amuses bij het kerstdiner en een huis in het Limburgse Griendtsveen straalt een totale kerstsfeer uit.
280;20-12-2016;Het kerstdiner voorgerecht: Sharon maakt gazpacho, Jos teelt de mooiste kerstbomen en een prachtig houten kersthuis in Long Island-stijl.
281;21-12-2016;Het kerstdiner hoofdgerecht: Alain maakt bijzondere canard à  l'orange en een gerenoveerde notariswoning met maar liefst acht kerstbomen.
282;22-12-2016;Ramon maakt bijgerechten bij het kerstdiner, zoenen onder de maretakken van Ad en een voormalige burgemeesterswoning in Broekhuizervorst.
